Pressure (psi),PI (psi/bbl),Initial Watercut (%),GOR (scf/stb),Temperature Res. (F),ID tubing (in),FTP(Flowing Tubing Pressure) (psig),Killing Fluid (psi/),Max CHP (Psig),Gas Gravity,API,Depth of Reservoir,Depth of Tubing,Max Depth Injection,AOF (STB/d),Max Oil Rate (STB/d),Injected Gas Rate (MMscf/D),Injection Pressure (psig),Liquid rate (STB/d)
1424.59,1.372,2.13,296.377,185.07,3.028190788,99.96,0.616,700.09,0.938,42.98,4064,3654,2686,1372.5,1266.94,0.13087,475.09,1294.51
1424.68,1.38,2.67,307.446,192.53,2.973855512,106.21,0.474,692.2,0.744,45.647,4087,3861,2893,1246.2,1156.11,0.11054,517.2,1172.28
1424.81,1.372,0,340.415,187.38,2.92463558,102.28,0.335,690.71,0.896,47.147,4145,3933,2965,1324.6,1248.33,0.054148,565.71,1248.33
1427.17,1.673,0,340.012,192.61,2.923696046,99.09,0.3,684.32,0.825,44.042,4063,3656,2688,1476,1394.62,0.038587,609.32,1394.62
1427.61,1.928,3.25,300.296,192.47,3.047417789,95.85,0.45,694.73,0.846,41.744,4036,3662,2694,1790.5,1692.27,0.02605,519.73,1692.27
1428.25,1.603,10.53,339.359,189.85,3.102233696,97.93,0.504,695.98,0.889,46.536,4126,3813,2845,1545.4,1306.67,0.023528,520.98,1460.45
1430.12,1.51,0,351.13,188.54,3.033973575,110.79,0.517,673.54,0.767,42.26,4215,3756,2788,1206.2,1134.23,0.12752,448.54,1134.23
1430.3,1.363,8.39,313.01,186.76,2.951655939,96.6,0.429,693.46,0.88,44.363,4034,3820,2852,1325.4,1147.06,0.085763,518.46,1252.12
1431.28,1.498,12.49,350.4,190.17,3.001143825,109.25,0.466,686.76,0.91,40.031,4109,3873,2905,1304.2,1072.22,0.072569,511.76,1225.25
1431.56,1.55,0,324.443,194.35,3.088221762,99.5,0.447,694.5,0.909,46.818,4007,3596,2628,1539.9,1454.89,0.045438,569.5,1454.89
1432.14,1.6,4.8,332.42,186.97,2.981133892,98.18,0.333,684.5,1.024,44.165,4191,3853,2885,1617.6,1450.26,0.011303,559.5,1523.38
1432.29,1.491,0,334.761,187.42,3.024956005,102.91,0.277,684.27,0.826,46.857,4120,3646,2678,1398.6,1320.91,0.073146,609.27,1320.91
1432.29,1.514,0,342.341,188.69,3.073736004,96.05,0.457,680.5,1.081,44.695,4041,3725,2757,1551.5,1465.39,0.023252,505.5,1465.39
1432.73,1.561,1.19,339.226,189.3,2.907094917,100.77,0.546,685.35,0.966,47.204,4219,3624,2656,1575.8,1467.54,0.024176,460.35,1485.22
1432.8,0.987,0,338.056,192.01,2.937012551,103.6,0.499,689.19,0.862,47.192,4443,3615,2647,943.9,892.233,0.19415,514.19,892.233
1433.08,1.352,1.2,309.432,185.6,2.837150738,97.5,0.423,689.3,0.651,45.57,4023,3529,2561,1131,1058.68,0.16902,564.3,1071.54
1433.93,1.477,1.42,346.265,186.8,2.929566471,94.75,0.586,698.44,0.918,43.856,4105,3613,2645,1383.4,1292.21,0.060385,473.44,1310.93
1434.43,1.766,5.45,317.295,187.38,3.105924991,103.03,0.379,695.95,0.939,45.788,4155,3588,2620,1792.5,1595.24,0.024596,570.95,1687.19
1434.89,1.619,0,334.44,193.13,3.113682508,94.91,0.517,689.68,0.849,42.47,4170,3837,2869,1441.4,1364.93,0.039929,514.68,1364.93
1438,1.385,0,313.098,194.22,2.924533752,86.84,0.453,689.1,0.963,49.085,4348,3787,2819,1473.5,1396.27,0.036487,514.1,1396.27
1438.36,1.653,3.02,261.435,184.42,2.792702088,97.12,0.324,696.73,0.662,49.825,4126,3619,2651,1588,1454.8,0.088965,621.73,1500.1
1438.43,1.68,0,327.794,186.46,2.978697777,93.57,0.568,692.66,0.748,44.958,4049,3755,2787,1473.9,1396.76,0.032334,467.66,1396.76
1439.02,1.639,3.01,302.556,187.78,3.023555241,102.04,0.278,689.04,1.012,47.777,4089,3518,2550,1784.4,1627.18,0.067588,614.04,1677.67
1439.12,1.331,10.25,351.358,187.54,3.126459617,104.83,0.52,682.37,0.853,44.983,4087,3694,2726,1221.8,1034.15,0.088374,457.37,1152.25
1439.36,1.443,10.38,310.489,191.7,3.012257354,103.79,0.445,690.72,1.065,47.871,4051,3778,2810,1594.7,1339.9,0.089257,515.72,1495.09
1440.34,1.606,5.14,376.833,189.42,3.122733574,104.24,0.227,696.38,0.908,44.897,4139,3611,2643,1460.3,1307.52,0.015426,621.38,1378.37
1440.8,1.445,1.42,331.276,187.01,2.822267452,98.57,0.443,693.88,0.9,44.24,4062,3676,2708,1388.1,1292.17,0.060125,568.88,1310.79
1440.83,1.271,0,329.453,188.98,3.043032583,91.79,0.494,691.6,1.055,43.64,4173,3748,2780,1305.1,1236.85,0.089583,516.6,1236.85
1441.63,1.528,0.76,343.207,187.76,2.992190628,105.58,0.301,691.2,0.976,44.669,4082,3553,2585,1509.7,1412.14,0.05958,616.2,1422.95
1441.78,1.422,0,332.053,190.15,2.984939571,106.1,0.481,690.51,1.01,43.184,4078,3649,2681,1420.1,1337.32,0.089861,516.2,1337.32
1442.02,1.592,16.78,350.635,188.93,2.911884152,108.31,0.424,687.5,0.908,45.953,4076,3709,2741,1544.2,1207.09,0.029557,512.5,1450.48
1443.22,1.386,4.3,313.013,187.66,3.045917504,107.33,0.357,685.44,0.808,44.711,4368,3745,2777,1310.4,1180.62,0.10705,560.44,1233.66
1443.4,1.656,2.05,338.838,192.68,3.233627513,91.77,0.474,687.62,0.787,44.728,4080,3852,2884,1467.4,1364.19,0.0082806,512.62,1392.74
1446.27,1.558,0,331.807,184.8,3.254333681,91.64,0.464,688.99,1.068,43.956,4264,3716,2748,1620.6,1535.79,0.025395,513.99,1535.79
1446.51,1.437,0,339.13,189.97,3.038713157,102.48,0.506,687.67,0.883,46.649,4157,3897,2929,1400.5,1321.17,0.034023,462.67,1321.17
1447.08,1.335,0,358.277,191.23,2.898963795,101.82,0.691,696.1,0.804,45.447,4247,3588,2620,1176.2,1113.72,0.12169,421.1,1113.72
1447.26,1.851,8.48,342.422,189.75,2.959972179,95.44,0.466,687.91,0.805,40.678,4101,3652,2684,1550.9,1343.72,0.019098,512.91,1468.23
1447.9,1.39,0,345.409,193.62,2.981192881,104.53,0.498,684.75,0.932,44.871,4039,3792,2824,1346.1,1269.61,0.05976,509.75,1269.61
1448.3,1.334,0,384.343,189.32,2.918025742,100.56,0.499,683.61,0.986,45.52,4168,3715,2747,1273.8,1204.36,0.044358,508.61,1204.36
1448.5,1.52,0,320.481,186.76,3.035605142,103.7,0.705,691.49,0.901,46.842,4126,3933,2965,1544.5,1453.48,0.10685,666.49,1453.48
1448.68,1.294,0,321.265,191.71,2.980540568,102.18,0.626,694.08,0.877,46.339,4021,3678,2710,1286.6,1215.35,0.10164,419.08,1215.35
1448.83,1.582,0,342.6,188.87,3.021394681,91.77,0.55,694.94,0.801,46.069,4103,3797,2829,1448.2,1374.08,0.0059869,471.94,1374.08
1448.98,1.446,3.54,341.359,190.56,2.95379211,100.51,0.406,697.14,0.888,46.323,4017,3673,2705,1408.5,1284.24,0.049158,572.14,1331.37
1449.87,1.741,0,353.65,186.87,3.055034958,101.94,0.614,693.55,0.737,41.313,4156,3609,2641,1402.1,1325.2,0.054748,468.55,1325.2
1452.03,1.852,5.75,346.607,189.11,3.015650499,110.97,0.421,693.06,0.698,45.182,4090,3551,2583,1527,1354.75,0.042822,568.06,1437.4
1452.16,1.409,0,339.492,185.46,3.006984729,97.66,0.241,691.59,0.937,44.731,4049,3713,2745,1389.5,1315.24,0.0590255,616.59,1315.24
1452.19,1.606,0,305.106,189.49,2.916109508,105.71,0.417,691.13,1.009,46.41,4156,3736,2768,1737.7,1630.71,0.04589,566.13,1630.71
1453.58,0.989,0,323.863,188.06,2.974903695,106.8,0.672,695.1,1.001,42.652,4236,3561,2593,1000.8,944.201,0.21547,420.1,944.201
1455.52,1.443,0,323.933,189.69,2.977985998,100.52,0.592,690.86,0.887,44.208,4298,3810,2842,1409.2,1330.75,0.060037,465.86,1330.75
1455.83,1.468,5.41,338,183.28,3.026834903,90.77,0.413,682.37,0.861,44.342,4315,3649,2681,1393.9,1253.67,0.062871,557.37,1325.38
1456.23,1.469,0,357.391,184.47,3.016671758,98.79,0.461,685.69,1.02,44.541,4172,3880,2912,1474.9,1392.83,0.0036507,510.69,1392.83
1458.09,1.713,17.34,318.254,187.37,3.050290047,95.72,0.631,692.21,0.827,45.109,4185,3584,2616,1675.6,1311.77,0.042455,467.21,1586.95
1458.71,0.852,8.21,352.043,190.88,3.187224362,92.3,0.638,691.59,0.816,46.525,4147,3705,2737,793.5,694.659,0.20283,416.59,756.792
1458.89,1.491,0,321.015,190.29,2.99486523,114.06,0.542,687.45,0.924,44.723,4147,3837,2869,1505.7,1411.29,0.053318,462.45,1411.29
1459.58,1.485,0,328.211,186.05,3.048099946,96.6,0.456,694.09,0.982,44.804,4069,3811,2843,1531.4,1447.51,0.023238,519.09,1447.51
1460.1,1.699,0,308.935,189.64,3.039519792,108.97,0.31,685.8,0.762,42.128,4126,3511,2543,1523,1431.82,0.045076,610.8,1431.82
1460.17,1.401,0,368.164,188.32,3.053458256,101.3,0.439,693.66,0.879,43.359,4072,3858,2890,1259,1190.93,0.056977,518.66,1190.93
1460.94,1.232,0,349.397,188.33,2.830344095,96.34,0.437,688.54,0.952,45.04,4175,3807,2839,1221.2,1156.01,0.070269,513.54,1156.01
1461.08,1.369,7.86,322.271,187.39,3.109388364,105.24,0.342,687.73,0.775,46.797,4222,3588,2620,1303.9,1135.63,0.11675,562.73,1232.51
1461.19,1.507,0,363.677,190.48,3.13042462,102.46,0.449,687.51,0.713,47.276,4049,3617,2649,1273.8,1206.53,0.073954,512.51,1206.53
1461.67,1.582,0,365.214,189.11,2.794658515,92.56,0.449,687.89,0.723,41.991,4153,3683,2715,1284.5,1218.99,0.044481,512.89,1218.99
1462.45,1.395,10.16,318.396,191.06,2.880054297,99.13,0.361,685.77,0.819,42.363,4017,3597,2629,1299.1,1104.47,0.10308,560.77,1229.38
1462.74,1.158,0,325.083,192.34,2.938188156,99.25,0.392,691.53,1.002,45.34,4143,3700,2732,1216.6,1150.44,0.12047,566.53,1150.44
1463.59,1.341,3.89,322.415,192.26,3.034226639,96.28,0.681,690.62,0.856,44.119,4266,3753,2785,1299.4,1183.76,0.28864,665.62,1231.67
1463.69,1.425,0,359.897,185.84,2.779002672,100.86,0.666,682.52,0.885,48.119,4189,3594,2626,1402.9,1325.94,0.025006,407.52,1325.94
1464.17,1.396,3.11,319.666,187.91,3.128359467,107.29,0.523,695.69,0.868,45.598,4027,3729,2761,1398.6,1277.57,0.085178,520.69,1318.57
1465.52,1.309,0,351.321,188.8,3.159928568,100.24,0.333,686.14,1.054,49.332,4069,3798,2830,1422,1342.13,0.032224,561.14,1342.13
1466.26,1.014,0,318.965,186.91,2.952940354,101.01,0.453,692.42,0.767,42.756,4224,3658,2690,912.8,865.195,0.21778,517.42,865.195
1466.6,1.574,0,319.633,184.64,2.947811429,105.14,0.608,691.95,0.918,42.605,4126,3770,2802,1561.1,1469.95,0.039102,416.95,1469.95
1466.82,1.444,0.53,337.613,188.19,3.130880485,107.13,0.315,694.58,0.94,41.442,4034,3672,2704,1383.7,1299.04,0.091447,619.58,1305.96
1466.92,1.754,5.4,334.169,188.6,3.038081057,108.7,0.42,691.64,0.74,46.42,4179,3698,2730,1601.3,1426.58,0.0029101,566.64,1508.02
1467.08,1.288,7.35,320.617,186.26,3.118943721,99.14,0.218,687.5,0.899,45.778,4049,3801,2833,1320.4,1156.9,0.081148,612.5,1248.68
1467.87,1.341,0.72,324.142,191.64,3.045803959,105.24,0.623,684.83,0.894,44.898,4222,3613,2645,1342,1258.31,0.10603,409.83,1267.43
1468.07,1.542,0,338.95,189.01,2.940626004,96.01,0.363,698.63,0.95,44.116,4005,3701,2733,1541.1,1458.66,0.0052815,573.63,1458.66
1468.1,1.246,0,347.471,186.21,2.858136017,95.3,0.428,692.17,0.797,44.677,4049,3812,2844,1128.5,1071.24,0.10069,567.17,1071.24
1468.55,1.514,3.84,307.667,187.54,3.104391746,90.34,0.512,690.85,1.059,43.206,4027,3689,2721,1638.5,1491.99,0.040294,515.85,1551.57
1469.46,1.639,0,284.3,188.13,2.973446547,99.09,0.483,686.2,0.874,43.581,4103,3717,2749,1700,1605.46,0.055489,511.2,1605.46
1469.88,1.596,3.94,321.389,190.97,2.993509267,97.85,0.635,692.33,0.834,47.054,4015,3605,2637,1600.8,1455.16,0.013526,467.33,1514.84
1470.22,1.392,0,325.764,186.38,2.954920703,101.85,0.446,687.39,0.878,42.772,4064,3674,2706,1343.7,1270.93,0.094737,512.39,1270.93
1470.81,1.406,0,318.827,188.54,3.105278184,98.26,0.513,682.37,0.975,44.653,4054,3895,2927,1474.9,1393.62,0.039882,457.37,1393.62
1471.14,1.583,1.13,321.385,192.43,3.024149869,91.08,0.251,678.7,0.755,46.057,4065,3576,2608,1485.9,1397.09,0.029143,603.7,1413.06
1471.17,1.604,6.08,289.625,195.1,2.968201404,102.81,0.564,687.59,0.932,44.28,4086,3533,2565,1711.4,1513.41,0.067477,462.59,1611.39
1471.18,1.547,0,373.984,187.8,3.125428333,100.28,0.45,686.88,0.855,43.877,4176,3655,2687,1382.6,1309.81,0.023818,511.88,1309.81
1471.78,1.627,0,313.872,194.66,3.079763191,93.25,0.62,682.82,0.838,46.679,4136,3676,2708,1647.8,1558.34,0.002069,407.82,1558.34
1472.37,1.311,0,352.243,189.77,3.01637643,101.83,0.294,681.99,0.735,45.704,4210,3716,2748,1140,1079.31,0.10708,606.99,1079.31
1473.3,1.41,0,340.835,186.35,2.928757021,104.8,0.486,693.08,0.914,47.73,4096,3830,2862,1452.3,1368.86,0.020548,518.08,1368.86
1473.34,1.396,0,329.061,186.17,2.903758615,101.53,0.514,685,0.9,47.201,4041,3780,2812,1442.1,1361.62,0.038815,460,1361.62
1473.6,1.46,0.48,341.383,190.45,3.161488517,85.14,0.437,693.66,0.819,42.673,4101,3599,2631,1318.4,1252.3,0.060697,568.66,1258.34
1474.49,1.089,1.56,330.529,184.49,3.083495997,103.42,0.352,695.85,0.841,48.676,4050,3886,2918,1104.9,1028.8,0.11253,570.85,1045.11
1475.12,1.424,0,336.409,190.56,2.990650332,105.61,0.384,691.52,0.811,42.672,4167,3645,2677,1291.4,1221.1,0.11328,566.52,1221.1
1475.5,1.402,0,310.876,190.27,2.938176831,89.68,0.541,689.78,0.886,47.021,4170,3693,2725,1471.4,1396.98,0.041558,514.78,1396.98
1475.73,1.282,1.27,353.561,189.07,2.934303997,91.06,0.447,698.24,0.898,46.811,4049,3613,2645,1275.5,1212.84,0.057516,573.24,1212.84
1475.74,1.066,1.83,330.264,192.15,3.027520278,107.51,0.498,692.99,0.938,41.802,4278,3727,2759,1045.8,974.397,0.23345,517.99,992.561
1476.05,1.793,0,334.601,189.79,3.046784481,95.79,0.484,697.69,0.871,41.014,4131,3813,2845,1391.3,1310.72,0.096986,522.69,1310.72
1476.3,1.442,2.09,321.609,187.14,2.98345745,100.25,0.463,690.77,0.925,43.796,4052,3609,2641,1467.3,1367.45,0.14607,515.77,1396.64
1476.5,1.6,0,288.948,190.95,3.054143737,100.73,0.602,689.99,0.965,49.007,4208,3608,2640,1815.7,1707.33,0.038297,464.99,1707.33
1476.84,1.578,0,320.474,188.51,3.026876918,96.71,0.487,692.69,1.036,42.218,4106,3607,2639,1656.3,1566.38,0.027779,517.69,1566.38
1477.16,1.201,0.45,338.176,192.64,2.910447041,92.72,0.325,687.11,0.898,46.464,4156,3729,2761,1214.3,1147.5,0.070038,562.11,1152.69
1479.21,1.266,3.03,336.626,185.99,2.884182656,92.71,0.329,695.3,0.814,45.347,4076,3666,2698,1211.6,1116.57,0.085212,620.3,1151.46
1479.58,1.217,0,339.774,188.4,2.990764435,93.05,0.487,685.15,0.799,47.862,4076,3515,2547,1184.7,1127.11,0.096775,510.15,1127.11
1479.69,1.122,0,296.698,187.64,2.87234835,108.27,0.548,695.71,0.765,47.034,4073,3491,2523,1132.2,1068.75,0.18262,520.71,1068.75
1480.3,1.286,0,295.193,189.97,2.96284779,96.51,0.392,685.92,0.913,45.593,4126,3823,2855,1380.8,1311.21,0.13035,560.92,1331.21
1484.41,1.329,1.33,322.645,188.61,3.036673616,91.83,0.309,685.48,0.936,45.977,4048,3616,2648,1402.9,1314.87,0.062145,610.48,1332.59
1484.53,1.085,0,374.202,189.66,2.799022271,96.05,0.511,686.24,0.827,43.083,4061,3728,2760,947.7,900.871,0.14928,511.24,900.871
1485.35,1.54,0,316.616,193.4,2.893953091,95.12,0.424,689.59,0.754,47.924,4054,3683,2715,1514.7,1436.81,0.015175,564.59,1436.81
1485.82,1.589,10.06,360.171,192.37,3.12734526,103.46,0.381,692.61,1.028,43.381,4058,3660,2692,1519.3,1289.86,0.01491,567.61,1434.14
1486.08,1.367,0,325.854,189.99,2.899094937,95.67,0.563,680.68,0.781,47.084,4154,3666,2698,1337.9,1269.88,0.06217,455.68,1269.88
1486.27,1.222,0,363.638,186.81,2.898674489,96.77,0.638,698.7,0.948,45.721,4014,3695,2727,1227.9,1164.82,0.061136,423.7,1164.82
1486.54,1.828,5.59,303.017,188.52,3.076138091,105.47,0.533,694.45,0.966,40.396,4176,3564,2596,1886,1676.91,0.025903,519.45,1776.2
1486.8,1.198,0,333.738,193.5,3.123895773,98.19,0.352,688.09,0.953,44.342,4010,3716,2748,1231.1,1167.32,0.094243,563.09,1167.32
1486.96,1.429,0,336.784,189.04,3.042670163,102.67,0.624,688.93,0.996,45.111,4153,3685,2717,1508.5,1423.86,0.031592,413.93,1423.86
1487.25,1.369,0,346.742,189.07,2.884294259,94.38,0.539,690.3,0.805,45.922,4036,3657,2689,1297.6,1232.65,0.049321,515.3,1232.65
1487.34,0.888,0,332.767,189.9,2.932941898,91.77,0.545,699.32,0.752,42.418,4188,3664,2696,779.7,744.695,0.25895,524.32,744.695
1489.01,1.619,0,299.42,187.87,3.055106331,101.41,0.439,689.24,0.881,42.578,4096,3583,2615,1657.5,1567.42,0.059825,564.24,1567.42
1489.2,1.698,11.79,292.522,183.76,2.86678019,98.82,0.526,692.44,0.831,44.096,4226,3797,2829,1760,1464.89,0.022739,467.44,1660.68
1490.23,1.314,0,352.706,182.48,3.068462556,93.66,0.558,695.24,0.956,45.195,4199,3575,2607,1344.5,1277.99,0.058948,520.24,1277.99
1491.57,1.564,0,350.67,182.96,2.994795643,109.54,0.327,693.6,0.788,42.304,4146,3773,2805,1379.1,1300.75,0.064777,568.6,1300.75
1493.05,1.437,2.19,307.693,187.93,2.951973193,101.81,0.402,689.66,0.784,44.543,4104,3538,2570,1415.4,1311.42,0.09808,564.66,1340.79
1495.49,1.489,0,329.7,186.83,3.056351196,99.56,0.554,686.17,0.777,44.987,4066,3768,2800,1417.7,1343.54,0.038958,461.17,1343.54
1495.82,1.424,3.5,347.659,189.58,2.885347786,106.71,0.651,693.59,0.952,45.073,4049,3612,2644,1467.1,1335.44,0.039462,418.59,1383.87
1496.07,1.198,0,338.008,191.65,2.921600393,97.67,0.34,686.65,0.844,44.257,4163,3754,2786,1162.1,1102.95,0.099828,561.65,1102.95
1496.67,1.386,0,344.548,183.94,3.039275892,98.38,0.356,691.32,0.93,44.99,4212,3663,2695,1419.5,1344.95,0.036466,566.32,1344.95
1496.85,1.052,1.48,338.078,185.78,2.823855895,102.59,0.617,695.83,0.933,47.798,4035,3801,2833,1123.8,1045.68,0.084656,420.83,1061.39
1496.89,1.485,0,323.273,189,3.057247697,98.56,0.416,701.66,0.918,46.153,4101,3491,2523,1573.8,1490.88,0.036367,576.66,1490.88
1497.55,1.286,8.61,347.876,190.21,3.004383206,107.51,0.46,696.66,0.89,45.287,4218,3757,2789,1291.8,1113.04,0.05288,521.66,1217.91
1498.57,1.222,0,358.694,191.74,3.162735527,96.22,0.489,690.96,0.85,46.07,4294,3755,2787,1186.1,1126.83,0.06472,515.96,1126.83
1498.64,1.321,0.51,328.69,190.58,2.825280658,102.3,0.587,692.69,0.824,37.205,4164,3799,2831,1130.8,1064.29,0.15071,467.69,1069.75
1499.03,1.138,1.89,351.47,187.1,3.04142106,103.06,0.359,691.87,0.775,45.542,4093,3727,2759,1056.5,983.026,0.13005,566.87,1001.96
1499.05,1.464,0,336.856,189.52,3.058307656,99.01,0.43,703.2,0.963,43.268,4146,3731,2763,1506.5,1425.32,0.02128,628.2,1425.32
1499.61,1.597,2.53,337.17,188.88,2.899879847,105.19,0.589,689.83,0.861,44.311,4243,3632,2664,1579.8,1454.65,0.018963,464.83,1492.41
1499.81,1.438,0,358.981,187.14,2.771880839,97.28,0.494,686.44,1.004,41.887,4246,3683,2715,1438.6,1361.97,0.015533,511.44,1361.97
1499.99,1.162,0.95,321.87,188.53,3.219128906,90.21,0.391,693.76,0.915,44.565,4217,3729,2761,1213.8,1144.77,0.098456,568.76,1155.75
1501.26,1.406,0.38,304.875,189,2.884647811,99.12,0.554,690.98,0.827,45.731,4227,3655,2687,1459.5,1384.99,0.14249,465.98,1390.27
1501.43,1.458,15.6,309.435,194.57,2.961808334,107.22,0.195,692.24,0.88,44.955,4060,3688,2720,1541.1,1224.93,0.062557,617.24,1451.34
1502.08,1.38,0,337.773,189.85,2.913321437,96.7,0.431,690.93,0.96,45.914,4049,3578,2610,1466.2,1389.91,0.031408,565.93,1389.91
1502.33,1.502,8.04,334.075,191.22,2.937189132,101.03,0.415,687.53,0.849,43.936,4164,3690,2722,1481.5,1288.89,0.025247,562.53,1401.58
1502.65,1.589,0,328.926,188.96,2.92390855,100.54,0.453,692.48,0.944,45.384,4132,3444,2476,1686.1,1595.21,0.0073119,567.48,1595.21
1502.77,0.921,0,322.996,188.93,2.993628452,101.87,0.429,693.47,0.849,43.356,4072,3720,2752,913.7,866.573,0.19079,568.47,866.573
1503.53,1.382,3.68,321.606,187.19,2.996159841,96.42,0.617,692.73,0.732,48.696,4129,3743,2775,1374.2,1265.25,0.13038,467.73,1313.59
1505.01,1.259,0,327.439,190.11,2.993783242,101.98,0.449,685.55,0.988,45.453,4083,3616,2648,1367.3,1292.1,0.073197,510.55,1292.1
1506.39,1.282,3.73,358.198,188.85,2.987512649,101.44,0.591,690.08,0.9,45.198,4129,3627,2659,1282.8,1169.6,0.052498,465.08,1214.92
1506.39,1.213,0,329.657,192.87,2.933811194,102.4,0.359,695.45,0.806,48.815,4096,3679,2711,1248.2,1182.72,0.082928,570.45,1182.72
1506.47,1.033,5.93,365.281,182.91,3.087348225,91.81,0.492,688.7,0.913,47.285,4017,3757,2789,1064,952.468,0.070639,513.7,1012.51
1506.96,0.945,0.53,310.227,188.21,3.257499405,100.85,0.542,687.89,0.955,41.91,4190,3594,2626,995.9,940.767,0.21894,512.89,945.779
1507.09,1.413,2.84,364.837,193.53,2.982400869,102.2,0.48,690.27,0.757,44.969,4148,3644,2676,1256,1157.19,0.063349,515.27,1191.02
1507.42,1.279,5.41,318.485,188.8,3.115836282,101.98,0.527,691.83,0.946,45.015,4123,3711,2743,1381.1,1234.85,0.07686,466.83,1305.47
1507.84,0.967,0,320.537,198.35,2.879538512,97.4,0.439,692.39,0.891,46.216,4223,3739,2771,1022.2,970.549,0.14491,517.39,970.549
1508.89,1.471,7.82,324.096,187.97,2.753269542,104.49,0.484,685.93,0.736,42.394,4128,3706,2738,1337.4,1165.75,0.079287,510.93,1264.65
1509.34,1.073,1.76,335.534,191,2.900529071,93.42,0.441,685.58,0.915,42.875,4017,3839,2871,1084,1011.86,0.097113,510.58,1029.99
1509.62,1.06,0,327.764,187.66,2.834165684,97.85,0.357,690.62,0.852,42.422,4101,3798,2830,1039,986.831,0.14635,565.62,986.831
1510.18,1.224,0,342.31,195.81,2.957725356,91.56,0.313,692.6,1,47.549,4049,3874,2906,1344.2,1275.52,0.012607,567.6,1275.52
1510.43,1.536,2.69,299.816,187.18,3.052002469,98.76,0.552,695.42,0.82,45.587,4029,3843,2875,1615.2,1488.25,0.023259,470.42,1529.39
1510.91,1.237,0,315.343,187.76,2.903241693,94.72,0.432,690.7,0.828,43.751,4017,3719,2751,1244.4,1182.02,0.091395,565.7,1182.02
1511.4,1.248,0,369.114,193.58,2.956408096,104.09,0.425,685.82,0.883,46.168,4203,3781,2813,1233.8,1168.19,0.047579,510.82,1168.19
1511.59,1.429,0,362.785,188.12,2.873911274,106.34,0.361,683,0.978,42.707,4029,3617,2649,1436,1356.07,0.023413,558,1356.07
1511.75,1.603,4.08,317.783,189.29,2.994413898,98.58,0.514,692.02,0.652,48.354,4017,3680,2712,1509.3,1374.38,0.021402,517.02,1432.83
1511.79,1.434,8.06,334.761,190.81,3.07029372,94.37,0.558,683.28,0.859,46.426,4328,3724,2756,1483.2,1295.54,0.02263,458.28,1409.12
1512.01,1.478,10.84,359.677,188.28,2.882885889,99.49,0.413,690.14,0.893,44.165,4062,3543,2575,1464.5,1237.03,0.0093505,565.14,1387.43
1512.02,1.128,8.92,335.376,190.14,2.969895649,105.13,0.492,687.28,0.802,46.86,4267,3717,2749,1134.8,978.546,0.11094,512.28,1074.38
1513.03,1.186,11.44,348.302,187.46,2.742436913,101.87,0.42,692.02,0.899,46.66,4049,3839,2871,1038.28,1038.28,0.057339,517.02,1172.4
1513.25,1.402,0,338.907,190.52,3.016295005,106.86,0.469,688.8,0.976,45.48,4244,3721,2753,1505.3,1420.15,0.030009,513.8,1420.15
1514.23,1.318,1.8,338.694,182.7,2.997568117,114.06,0.478,675.4,1.054,48.629,4207,3808,2840,1510.6,1390.38,0.045055,450.4,1415.86
1516.5,1.513,2.55,334.088,191.1,2.979949602,96.38,0.413,693.03,0.878,43.175,4259,3669,2701,1518.1,1403.95,0.016082,568.03,1440.68
1518.36,1.131,7.71,354.611,192.47,2.991869929,101.06,0.465,688.96,0.831,42.789,4017,3740,2772,1063.4,931.879,0.1152,513.96,1009.73
1518.54,1.283,0,363.246,187.19,2.994306895,111.05,0.58,691.86,0.817,43.988,4093,3740,2772,1198.3,1131.34,0.080668,466.86,1131.34
1518.56,1.403,0,338.924,191.63,3.017086126,98.56,0.513,690.7,1.068,45.45,4050,3704,2736,1567.7,1482.64,0.0036578,515.7,1482.64
1519,1.612,7.06,294.763,187.51,3.113233492,97.94,0.623,684.29,1.073,46.49,4237,3690,2722,1917.4,1676.24,0.024436,409.29,1803.58
1519.29,1.583,3.83,294.41,190.98,2.970841072,93.19,0.451,690.78,0.886,44.906,4184,3758,2790,1732.2,1578.63,0.0050909,515.78,1641.5
1520.26,1.134,5.74,306.744,193.49,3.003369825,94.22,0.484,684.98,0.925,48.415,4049,3454,2486,1286.5,1150.74,0.1151,509.98,1220.81
1523.21,1.275,12.34,369.698,191.37,2.982753121,101.76,0.424,692.32,0.765,46.623,4093,3664,2696,1195.8,994.68,0.054506,567.32,1134.7
1523.26,1.369,2.64,344.46,187.19,2.987737413,102.69,0.594,687.65,0.981,44.44,4133,3561,2593,1463.2,1348.63,0.047462,462.65,1385.2
1524.43,1.263,0,311.506,184.17,2.966591632,102.82,0.374,688.2,0.878,40.965,4091,3710,2742,1284.5,1216.78,0.1178,563.2,1216.78
1524.68,1.059,0,297.865,184.11,2.892950537,85.61,0.39,683.97,0.924,43.332,4130,3719,2751,1160,1105.87,0.12212,558.97,1105.87
1524.75,2.028,23.12,296.178,188.43,3.002042127,102.36,0.529,690.64,1.048,41.83,4017,3530,2562,2321.5,1675.95,0.0081136,515.64,2179.96
1525.33,1.05,3.16,332.087,194.21,2.974415197,101.09,0.545,691.09,0.912,45.943,4188,3824,2856,1122.9,1031.07,0.10695,466.09,1064.71
